age,income,credit_score,loan_amount,employment_type,marital_status,education,default
66,23228,602,471548,Self-Employed,Single,High School,1
52,24582,552,339943,Salaried,Single,Master,1
57,98683,777,329329,Unemployed,Single,High School,0
31,31397,668,476529,Self-Employed,Single,Bachelor,0
52,58799,459,308682,Salaried,Married,Bachelor,1
65,57011,465,287487,Self-Employed,Divorced,Master,1
62,99183,504,216470,Salaried,Single,High School,0
37,113254,566,439448,Unemployed,Married,Master,1
66,64264,437,125026,Self-Employed,Married,Bachelor,1
30,62317,667,239257,Salaried,Single,PhD,0
55,67914,742,58106,Salaried,Married,Master,0
66,104633,316,381466,Salaried,Single,Bachelor,1
63,122489,367,86227,Self-Employed,Married,PhD,1
66,144237,432,451295,Self-Employed,Single,High School,1
25,65254,729,161100,Salaried,Married,Master,0
60,60096,607,47135,Self-Employed,Single,Bachelor,0
37,73785,473,167138,Salaried,Divorced,Bachelor,0
50,72344,711,124599,Salaried,Divorced,High School,0
43,134988,396,234789,Salaried,Married,Bachelor,1
56,102643,453,88470,Salaried,Married,High School,0
38,140382,541,288054,Salaried,Single,Master,0
66,88546,603,249090,Salaried,Married,Bachelor,0
59,91091,584,143213,Salaried,Married,Master,0
60,85603,326,50950,Self-Employed,Married,Master,1
58,48412,701,191795,Salaried,Single,Master,0
26,130489,659,283369,Salaried,Single,Master,0
41,71658,359,498466,Salaried,Married,High School,1
54,119841,501,485339,Salaried,Single,High School,0
66,69549,669,300103,Salaried,Married,Bachelor,0
58,147595,832,316336,Salaried,Single,PhD,0
34,31549,451,84711,Self-Employed,Divorced,Bachelor,1
41,91216,401,146123,Self-Employed,Married,Master,0
38,45739,745,207500,Salaried,Single,Master,0
68,41209,528,260284,Salaried,Married,PhD,1
56,127051,424,270593,Salaried,Married,Bachelor,0
58,107968,535,439311,Salaried,Married,Bachelor,0
56,35116,461,371357,Self-Employed,Married,Master,1
30,40045,652,476145,Self-Employed,Single,Master,1
28,46327,367,165262,Self-Employed,Single,Master,1
63,55709,472,105245,Salaried,Married,Master,1
36,63617,560,102069,Unemployed,Divorced,Master,1
28,80139,516,162213,Salaried,Divorced,Bachelor,0
30,46905,423,238597,Salaried,Single,Master,1
63,84148,461,28908,Salaried,Married,Master,1
62,92603,500,371991,Self-Employed,Divorced,Bachelor,1
18,118095,753,388054,Self-Employed,Single,Bachelor,0
57,139779,701,259340,Salaried,Married,Master,0
61,62919,761,430538,Salaried,Married,Master,0
36,103521,574,448926,Self-Employed,Married,Bachelor,1
29,112905,505,281156,Unemployed,Married,High School,1
25,103400,339,433105,Salaried,Divorced,Master,1
25,108150,572,22412,Self-Employed,Single,High School,0
62,78446,392,494366,Salaried,Married,Bachelor,1
29,72428,341,377174,Self-Employed,Single,Master,1
65,67894,764,291801,Salaried,Married,Bachelor,0
50,101149,678,272800,Salaried,Divorced,PhD,0
62,26447,406,145039,Self-Employed,Married,High School,1
43,25499,627,483174,Unemployed,Married,Bachelor,1
56,59041,364,413980,Salaried,Married,High School,1
45,51315,664,283017,Salaried,Single,High School,1
22,21299,783,99485,Salaried,Single,High School,0
25,140506,323,376527,Salaried,Married,Master,0
42,125005,839,449246,Self-Employed,Married,Bachelor,0
44,24994,361,203879,Salaried,Married,PhD,1
63,115414,790,6607,Self-Employed,Married,High School,0
40,101163,572,155595,Salaried,Married,Master,0
47,146759,528,53447,Unemployed,Single,PhD,1
62,27489,319,54757,Salaried,Married,High School,1
64,111647,302,265114,Salaried,Divorced,Bachelor,1
40,52355,720,255495,Salaried,Divorced,Master,0
66,93805,606,229598,Self-Employed,Married,Master,1
64,88367,731,336345,Salaried,Single,Bachelor,0
37,129906,435,395909,Salaried,Married,Bachelor,0
35,137409,814,217916,Self-Employed,Married,Master,0
35,97355,492,469604,Self-Employed,Single,Master,1
19,136220,714,272606,Self-Employed,Married,High School,0
21,110349,417,383976,Salaried,Divorced,PhD,1
47,107173,508,167867,Salaried,Married,Bachelor,0
50,21996,333,205878,Self-Employed,Married,Bachelor,1
53,139999,617,315609,Salaried,Married,Master,0
35,64387,419,459325,Salaried,Single,Master,1
54,134965,824,95027,Salaried,Single,High School,0
36,23089,388,55528,Unemployed,Divorced,Bachelor,1
64,118827,811,303374,Salaried,Single,Master,0
45,40659,346,53242,Self-Employed,Married,Master,0
57,65178,821,464099,Salaried,Married,PhD,0
37,140053,583,119688,Self-Employed,Divorced,High School,0
66,115965,676,496582,Self-Employed,Married,Bachelor,1
50,101268,433,6783,Salaried,Single,Bachelor,0
29,105042,547,33390,Salaried,Married,Master,0
68,126471,617,144489,Self-Employed,Married,Bachelor,1
32,90726,735,77102,Salaried,Married,Master,0
58,90111,475,284570,Self-Employed,Married,High School,0
56,126031,650,35750,Self-Employed,Single,High School,0
19,133682,442,63188,Salaried,Divorced,PhD,1
46,54565,697,278016,Salaried,Married,Bachelor,0
58,120435,668,99231,Salaried,Married,PhD,0
27,109242,800,397004,Self-Employed,Married,Bachelor,0
19,133204,669,184158,Salaried,Single,High School,0
68,149642,681,71770,Unemployed,Married,Master,0
28,42884,385,236360,Unemployed,Single,Master,1
30,37199,759,230440,Salaried,Married,Bachelor,0
27,80038,624,391302,Salaried,Married,High School,0
31,77786,821,350658,Salaried,Divorced,Master,0
35,129636,788,224249,Unemployed,Single,High School,0
68,124970,696,97663,Salaried,Married,Master,0
26,69294,654,170792,Salaried,Married,Bachelor,0
56,98015,587,154151,Self-Employed,Married,Master,0
45,54178,758,415554,Salaried,Single,Bachelor,0
20,32665,835,139363,Salaried,Married,Bachelor,0
37,149604,590,210156,Salaried,Single,Master,0
23,20534,467,117808,Self-Employed,Divorced,High School,1
44,111828,727,115091,Salaried,Married,Master,0
19,56132,789,366416,Salaried,Divorced,High School,0
46,135720,654,54393,Self-Employed,Single,Bachelor,0
55,56110,495,98558,Salaried,Divorced,Bachelor,0
20,78754,844,74770,Self-Employed,Single,Master,0
33,83580,310,293864,Salaried,Married,High School,0
47,42469,555,280512,Salaried,Married,Bachelor,1
57,84016,695,190385,Salaried,Married,Master,0
19,66233,708,315113,Salaried,Single,Bachelor,0
34,122804,661,53838,Salaried,Single,Bachelor,0
58,149863,558,13734,Salaried,Married,Bachelor,0
29,86708,302,112187,Salaried,Married,High School,0
52,78232,383,104329,Salaried,Married,Bachelor,0
60,113450,455,410413,Salaried,Single,Master,0
18,106437,475,336039,Salaried,Single,Master,1
62,126311,771,239633,Salaried,Divorced,Bachelor,0
32,54409,723,125424,Self-Employed,Married,Master,0
43,135159,433,455047,Salaried,Married,High School,1
54,39324,679,368399,Salaried,Married,Bachelor,0
38,28738,576,325217,Self-Employed,Divorced,PhD,1
66,123030,535,208997,Salaried,Divorced,Bachelor,1
48,130093,312,249042,Salaried,Single,Bachelor,0
42,44054,641,216560,Salaried,Divorced,Master,1
40,49709,334,230683,Unemployed,Married,Master,1
41,129321,513,220547,Salaried,Married,Bachelor,0
55,105643,711,248603,Self-Employed,Married,High School,0
45,148805,704,186374,Self-Employed,Married,Bachelor,0
38,20363,793,282768,Salaried,Married,Bachelor,0
60,30358,458,203343,Self-Employed,Married,Master,1
35,121613,409,291459,Salaried,Married,Bachelor,0
53,135233,848,284566,Salaried,Married,Master,0
52,23240,825,175209,Salaried,Married,High School,0
62,92201,646,77663,Self-Employed,Single,Bachelor,0
26,65689,578,106216,Salaried,Single,Bachelor,0
55,21936,778,446448,Salaried,Married,High School,0
47,132272,410,255600,Self-Employed,Divorced,Bachelor,0
61,111074,730,261492,Self-Employed,Married,Bachelor,0
51,63965,841,476358,Unemployed,Married,Bachelor,1
49,97534,414,299887,Salaried,Married,High School,1
20,20882,389,497762,Salaried,Single,Bachelor,1
20,40224,511,413852,Salaried,Divorced,PhD,1
45,125227,849,489100,Self-Employed,Single,High School,0
61,143750,838,15108,Salaried,Married,Master,0
32,139299,659,209706,Unemployed,Married,Bachelor,0
58,145865,785,41180,Salaried,Divorced,Bachelor,0
40,132012,671,286027,Self-Employed,Single,Bachelor,0
57,143745,514,49400,Self-Employed,Married,PhD,0
28,50825,314,182071,Self-Employed,Married,Master,1
65,90740,558,52951,Salaried,Married,PhD,1
49,48885,762,405376,Salaried,Single,Master,0
53,60056,419,322406,Salaried,Married,Bachelor,1
50,23203,427,418145,Salaried,Married,PhD,1
41,80241,822,350277,Salaried,Divorced,PhD,0
56,22244,624,147195,Self-Employed,Single,High School,1
51,118322,619,382250,Salaried,Single,PhD,0
45,135329,805,164429,Unemployed,Married,Master,0
54,88619,825,337640,Salaried,Married,PhD,0
24,41584,349,169628,Salaried,Married,PhD,1
21,28521,368,482007,Salaried,Married,Master,1
54,70017,690,329078,Self-Employed,Single,Master,0
18,53541,682,346030,Salaried,Single,High School,1
18,49063,315,35881,Self-Employed,Single,High School,1
64,90268,738,285553,Salaried,Divorced,High School,1
37,145234,431,453632,Unemployed,Married,High School,1
36,146218,547,103171,Salaried,Single,Bachelor,0
46,138206,572,466198,Salaried,Single,Master,1
27,84952,648,258189,Self-Employed,Divorced,Bachelor,1
35,113054,783,428873,Self-Employed,Divorced,Master,0
45,59563,849,222815,Salaried,Divorced,Master,0
52,59752,656,316095,Self-Employed,Married,Master,1
60,115233,617,275896,Salaried,Married,Bachelor,0
64,22567,347,122339,Self-Employed,Single,Bachelor,1
48,36121,309,411656,Salaried,Single,High School,1
44,21674,532,49864,Salaried,Single,Bachelor,0
28,96411,335,185763,Salaried,Single,Master,0
66,129876,712,77035,Self-Employed,Married,Bachelor,0
66,86275,761,91675,Unemployed,Divorced,Master,1
55,87081,303,478519,Salaried,Single,Bachelor,1
22,49140,343,289487,Self-Employed,Divorced,High School,1
25,145139,554,229320,Salaried,Married,Master,1
51,29327,413,24673,Self-Employed,Married,Bachelor,0
65,90663,696,196026,Salaried,Married,Master,0
69,43331,473,190770,Salaried,Married,Master,1
29,43004,554,362168,Salaried,Single,High School,1
55,127369,765,31520,Salaried,Married,Bachelor,0
18,139243,576,250195,Salaried,Married,Master,0
48,30492,763,282928,Self-Employed,Divorced,Master,0
21,74797,801,384590,Salaried,Married,High School,0
66,78095,740,43079,Unemployed,Married,Master,0
62,33749,368,49220,Self-Employed,Married,High School,1
67,83217,808,156563,Salaried,Divorced,Bachelor,0
22,109044,625,117878,Salaried,Married,Bachelor,0
47,29045,366,121583,Self-Employed,Divorced,Bachelor,1
41,40116,603,53720,Unemployed,Married,Bachelor,1
20,38667,783,236876,Unemployed,Married,High School,1
28,95057,847,19718,Self-Employed,Single,Bachelor,0
62,94205,716,433813,Salaried,Married,High School,0
21,47302,458,328361,Self-Employed,Married,Master,1
43,31283,448,496567,Salaried,Single,High School,1
44,50935,326,367812,Salaried,Married,Master,1
63,92534,547,162904,Self-Employed,Divorced,Master,1
60,114342,400,453034,Self-Employed,Married,Bachelor,1
44,51624,395,233470,Unemployed,Single,Bachelor,1
59,33440,683,411080,Salaried,Married,Bachelor,0
68,131001,581,93378,Self-Employed,Single,PhD,1
67,66501,621,13177,Self-Employed,Married,Master,1
23,107333,695,182187,Self-Employed,Married,PhD,0
32,21269,577,389462,Salaried,Married,Bachelor,1
47,27868,828,242307,Self-Employed,Married,Master,0
59,50251,562,454426,Salaried,Single,Bachelor,1
54,97909,592,450170,Self-Employed,Divorced,Master,1
54,104523,593,116145,Self-Employed,Divorced,High School,0
59,58729,694,410060,Self-Employed,Single,Master,1
54,35734,812,210202,Salaried,Divorced,Master,0
52,62429,479,18418,Salaried,Married,Master,0
40,61337,534,170926,Salaried,Married,Bachelor,1
23,60325,636,486860,Salaried,Single,Master,1
21,103600,307,474171,Unemployed,Married,Bachelor,1
35,82514,742,93075,Salaried,Divorced,Bachelor,0
26,28433,838,442166,Salaried,Single,Bachelor,0
66,133957,390,332371,Self-Employed,Single,Bachelor,1
46,29111,571,411051,Salaried,Single,Master,1
30,123986,304,284677,Self-Employed,Married,High School,1
64,83753,518,493267,Salaried,Divorced,High School,1
69,133783,417,368601,Salaried,Married,Bachelor,0
34,100583,414,374648,Unemployed,Single,Master,1
62,93620,562,223930,Salaried,Married,Bachelor,1
49,41751,605,408439,Salaried,Married,Master,1
65,36453,721,129202,Salaried,Single,Bachelor,0
39,105844,506,15273,Salaried,Married,Master,0
21,58968,602,38519,Self-Employed,Single,Bachelor,0
22,50077,411,160232,Self-Employed,Divorced,Master,1
54,128582,716,394168,Salaried,Married,Bachelor,0
58,54775,584,472601,Self-Employed,Divorced,Bachelor,1
66,78144,484,391684,Self-Employed,Divorced,High School,1
30,68570,520,489408,Self-Employed,Divorced,PhD,1
51,66097,743,185060,Salaried,Single,Master,0
62,44503,416,408564,Self-Employed,Divorced,Master,1
39,22779,369,88460,Salaried,Married,Bachelor,1
40,106840,369,253792,Self-Employed,Married,High School,1
68,20755,726,109471,Unemployed,Single,Bachelor,1
20,59263,742,109668,Salaried,Single,Bachelor,0
59,128491,436,334663,Salaried,Divorced,Master,0
51,75087,803,357570,Salaried,Single,Bachelor,0
49,62281,430,19629,Salaried,Single,Bachelor,0
62,71482,517,316200,Salaried,Married,Bachelor,1
68,74857,470,278417,Self-Employed,Divorced,Master,1
66,142989,774,125484,Salaried,Married,Bachelor,0
38,37400,428,102275,Salaried,Divorced,PhD,0
63,60115,356,438632,Salaried,Married,High School,1
61,34249,480,143966,Salaried,Single,Master,1
38,133183,545,51073,Salaried,Married,Bachelor,1
61,66825,443,50693,Self-Employed,Married,Bachelor,1
28,130361,350,187538,Salaried,Married,Master,0
56,44600,667,291487,Unemployed,Married,Bachelor,1
21,57706,758,48095,Salaried,Single,Master,0
68,39222,517,167246,Unemployed,Single,Master,1
18,119041,556,449017,Salaried,Married,High School,1
45,124504,455,127388,Self-Employed,Married,Master,0
41,61139,741,245787,Self-Employed,Single,Master,0
52,134919,324,208508,Self-Employed,Single,Master,0
30,136605,835,119441,Self-Employed,Married,Bachelor,0
64,61302,359,467552,Unemployed,Divorced,High School,1
51,114684,766,105782,Self-Employed,Married,Bachelor,0
28,107838,733,263019,Self-Employed,Single,PhD,0
53,88159,365,244343,Self-Employed,Married,PhD,0
68,28646,405,441142,Self-Employed,Married,Bachelor,1
34,33543,395,339734,Salaried,Married,Bachelor,1
52,114496,467,437043,Salaried,Single,Master,1
35,148212,341,113263,Self-Employed,Married,Master,0
57,42785,403,442991,Salaried,Married,Master,1
39,98353,503,439417,Self-Employed,Single,High School,1
41,51406,819,296517,Salaried,Single,High School,0
36,108992,581,294669,Salaried,Married,Bachelor,0
54,71428,342,394860,Self-Employed,Married,High School,1
56,43777,409,371657,Salaried,Divorced,Master,1
38,77939,509,470867,Salaried,Married,Bachelor,1
25,73026,348,134401,Salaried,Married,Master,0
45,106450,414,101643,Salaried,Single,High School,0
22,49553,454,166558,Self-Employed,Divorced,Master,1
34,43548,802,476820,Salaried,Married,Bachelor,0
54,83221,370,154712,Self-Employed,Married,Bachelor,1
53,57265,818,364838,Salaried,Single,Bachelor,0
36,145549,635,197527,Unemployed,Single,Bachelor,1
44,60701,366,41136,Salaried,Married,Master,0
51,71287,792,460641,Salaried,Single,High School,0
28,26727,512,61539,Salaried,Single,Master,0
62,130460,480,217736,Salaried,Single,PhD,1
64,70717,547,423158,Salaried,Single,Master,1
29,52427,513,73363,Self-Employed,Married,Master,1
38,36692,658,194668,Salaried,Married,Bachelor,1
28,51625,548,86526,Salaried,Single,Bachelor,0
56,44918,815,302399,Salaried,Married,Master,0
45,126931,387,198201,Self-Employed,Divorced,Master,1
22,61136,475,483739,Salaried,Divorced,Bachelor,1
34,134826,725,123209,Salaried,Married,PhD,0
37,134881,380,247723,Salaried,Married,Bachelor,1
58,72409,437,460502,Self-Employed,Single,PhD,1
63,35577,732,91437,Self-Employed,Married,Bachelor,0
29,105155,769,152349,Salaried,Married,Master,0
23,131776,649,137715,Salaried,Married,Master,0
34,119246,425,383044,Salaried,Married,Master,0
68,122924,608,290873,Self-Employed,Married,High School,1
36,146759,529,484839,Salaried,Divorced,High School,1
43,140408,759,288962,Self-Employed,Divorced,Bachelor,0
65,101731,644,70555,Salaried,Married,PhD,1
61,47689,609,103979,Salaried,Single,Master,0
61,31154,319,58629,Salaried,Single,Bachelor,0
69,124657,840,120296,Self-Employed,Divorced,Bachelor,0
49,114948,776,322582,Self-Employed,Single,Master,0
23,41341,568,250821,Unemployed,Married,Bachelor,1
53,117554,302,276601,Salaried,Married,PhD,0
55,94681,315,195701,Salaried,Married,Bachelor,0
28,127798,657,301066,Salaried,Married,Bachelor,0
50,66330,432,408036,Salaried,Divorced,Bachelor,1
41,138069,611,430966,Salaried,Single,Master,0
40,107759,781,375266,Salaried,Married,Bachelor,0
32,88416,843,107020,Salaried,Divorced,Bachelor,0
44,145067,604,239618,Salaried,Divorced,Bachelor,0
28,106807,568,173862,Self-Employed,Married,Master,0
68,53313,713,355549,Salaried,Married,High School,1
67,66900,324,383274,Self-Employed,Divorced,Bachelor,1
34,98840,615,170493,Salaried,Married,High School,0
68,54695,575,335182,Self-Employed,Married,PhD,1
31,50225,688,254029,Salaried,Married,High School,0
44,106072,743,218273,Salaried,Single,Master,0
35,116367,726,67325,Unemployed,Married,Master,1
45,69156,356,292744,Salaried,Married,Master,1
68,97209,667,427610,Self-Employed,Married,Master,1
64,107453,641,215694,Self-Employed,Single,Bachelor,1
64,47829,603,267051,Salaried,Divorced,Bachelor,1
21,100908,673,434387,Self-Employed,Married,Bachelor,1
24,45938,411,235611,Self-Employed,Married,Bachelor,1
62,79164,305,328670,Salaried,Divorced,PhD,1
52,74530,578,255520,Self-Employed,Single,PhD,1
65,140921,681,18149,Self-Employed,Married,Master,0
26,88199,312,166466,Salaried,Married,PhD,0
25,80282,602,150468,Salaried,Married,PhD,0
69,67801,459,421540,Salaried,Married,Master,1
62,29465,453,183270,Self-Employed,Single,Bachelor,1
34,23326,480,480921,Self-Employed,Married,Bachelor,1
34,23659,825,117168,Self-Employed,Married,PhD,0
66,80289,479,114813,Salaried,Single,Master,0
50,47594,676,358923,Salaried,Divorced,Master,1
49,135819,467,261960,Self-Employed,Married,High School,0
25,24763,513,429232,Salaried,Divorced,High School,1
36,108657,449,139266,Self-Employed,Married,Bachelor,0
55,30828,315,299542,Self-Employed,Married,High School,1
20,67588,390,271933,Salaried,Divorced,PhD,1
22,31221,419,483911,Salaried,Divorced,Bachelor,1
30,31211,552,332111,Salaried,Single,Bachelor,1
64,33569,359,245014,Self-Employed,Divorced,High School,1
63,116894,565,197206,Self-Employed,Married,High School,1
48,57860,708,266041,Self-Employed,Single,Bachelor,0
33,91558,330,206958,Salaried,Married,PhD,0
67,65337,320,365981,Salaried,Divorced,Master,1
49,72311,588,161049,Self-Employed,Divorced,Master,0
39,33515,842,106967,Salaried,Single,PhD,0
46,91695,797,398345,Self-Employed,Married,PhD,0
39,142006,773,326827,Salaried,Divorced,Bachelor,0
60,131527,704,312475,Salaried,Married,Bachelor,0
20,126749,847,253719,Salaried,Married,Bachelor,0
27,107227,431,301770,Salaried,Married,High School,0
59,44904,623,446719,Self-Employed,Single,Bachelor,1
38,79935,431,163621,Salaried,Married,Bachelor,0
33,63790,820,17342,Unemployed,Single,High School,0
29,88580,329,303561,Salaried,Married,Master,0
19,95148,600,212586,Salaried,Single,Master,0
58,25636,303,188321,Salaried,Married,Bachelor,1
41,97129,624,319808,Salaried,Married,Master,0
52,134483,808,243788,Salaried,Married,Master,0
47,22892,536,275977,Unemployed,Married,Bachelor,1
47,41672,834,327802,Salaried,Single,Master,0
64,25812,315,235099,Salaried,Divorced,Bachelor,1
52,116621,833,427689,Salaried,Married,High School,0
36,148177,745,398953,Salaried,Married,Bachelor,0
67,20654,802,362109,Salaried,Single,Bachelor,1
25,74633,529,444863,Unemployed,Single,High School,1
43,37143,406,331198,Salaried,Divorced,Bachelor,1
66,75934,688,6299,Salaried,Married,PhD,0
57,87334,562,461497,Unemployed,Married,Master,1
24,123463,364,254240,Salaried,Single,Master,1
47,145851,564,333019,Salaried,Married,Master,0
24,49087,637,168992,Salaried,Divorced,Master,0
20,31618,600,453052,Salaried,Single,High School,1
18,28446,677,178453,Salaried,Married,PhD,0
53,107182,474,381430,Self-Employed,Divorced,Master,1
42,122127,451,483187,Self-Employed,Married,Bachelor,1
54,68867,775,365874,Self-Employed,Single,Bachelor,0
18,71028,565,323442,Salaried,Married,Master,1
32,80101,628,422725,Self-Employed,Single,High School,1
54,47200,462,262510,Salaried,Divorced,Bachelor,1
30,115107,737,126035,Salaried,Married,High School,0
57,108074,642,178167,Salaried,Divorced,Master,0
25,126091,666,449740,Salaried,Single,High School,0
22,81465,764,376969,Unemployed,Married,Bachelor,1
26,129500,498,120637,Self-Employed,Single,High School,0
18,106436,799,266046,Self-Employed,Married,Master,0
53,138422,315,465125,Self-Employed,Single,PhD,1
52,144124,595,339762,Self-Employed,Married,Bachelor,0
19,107892,810,30532,Salaried,Divorced,High School,0
57,108559,538,113197,Salaried,Single,Bachelor,0
40,140044,600,135860,Self-Employed,Married,Master,0
26,59148,305,65285,Salaried,Divorced,Master,0
51,102928,519,286010,Unemployed,Divorced,Master,1
63,40698,752,143665,Salaried,Single,Bachelor,0
31,62470,732,276639,Salaried,Divorced,High School,0
21,112071,685,251130,Salaried,Single,High School,0
47,71660,594,274981,Self-Employed,Married,PhD,0
48,73910,417,212780,Salaried,Divorced,Master,0
55,55450,704,416896,Self-Employed,Married,Master,0
28,76463,311,453692,Salaried,Divorced,Master,1
52,53757,508,263750,Self-Employed,Divorced,Master,1
25,98012,464,297490,Salaried,Single,Bachelor,0
20,126750,593,113621,Salaried,Married,High School,0
31,147043,818,290556,Salaried,Married,PhD,0
30,90247,377,486615,Salaried,Married,PhD,1
62,92015,733,123833,Salaried,Single,Bachelor,0
49,51390,376,429020,Self-Employed,Married,Master,1
51,76116,347,70206,Salaried,Divorced,Bachelor,0
62,33161,381,15934,Salaried,Divorced,High School,1
36,52152,508,297867,Salaried,Married,Bachelor,1
55,100171,744,395112,Salaried,Married,Master,0
33,126379,821,418621,Salaried,Married,Master,0
19,115833,328,154820,Salaried,Married,Master,1
57,40836,603,206838,Salaried,Divorced,High School,1
34,110367,764,182485,Salaried,Single,Bachelor,0
51,86543,801,420570,Salaried,Married,PhD,0
59,75648,745,472706,Self-Employed,Divorced,High School,0
33,46331,789,389132,Salaried,Divorced,Master,0
55,125992,727,486891,Salaried,Married,Master,0
19,30763,658,246630,Salaried,Single,Master,1
19,89444,390,415604,Salaried,Divorced,PhD,1
43,113109,352,41523,Salaried,Married,Bachelor,0
30,39187,503,368294,Self-Employed,Married,Master,1
64,31957,455,388094,Salaried,Married,High School,1
48,24379,301,455909,Unemployed,Single,Bachelor,1
51,47959,656,171804,Salaried,Single,Bachelor,0
56,102018,357,46646,Self-Employed,Married,Bachelor,1
20,143076,553,157093,Self-Employed,Single,PhD,0
25,47105,479,229310,Salaried,Single,Master,1
40,20877,792,247024,Salaried,Married,Bachelor,0
31,68353,334,499275,Salaried,Married,High School,1
44,103788,374,262476,Self-Employed,Single,Bachelor,0
46,116870,588,319920,Salaried,Single,Master,0
56,104585,670,286260,Salaried,Divorced,Master,0
56,103308,628,470225,Salaried,Single,Bachelor,0
18,71567,603,117858,Salaried,Married,High School,0
34,77913,520,224343,Unemployed,Married,Bachelor,1
58,22637,463,498213,Self-Employed,Divorced,Bachelor,1
47,92778,779,81620,Salaried,Married,Master,0
30,62025,754,442987,Salaried,Single,Bachelor,0
38,126917,674,426972,Salaried,Single,Bachelor,0
36,121187,519,87604,Self-Employed,Married,Bachelor,0
36,119508,553,99452,Unemployed,Married,Bachelor,1
42,102464,487,401135,Salaried,Married,Bachelor,0
39,48742,490,290694,Salaried,Single,Master,1
48,31831,688,172596,Unemployed,Married,Master,1
34,133768,514,452822,Salaried,Married,Master,1
40,135911,674,204891,Salaried,Married,High School,0
49,105092,385,75227,Salaried,Single,High School,0
27,110879,773,290356,Salaried,Married,Bachelor,0
27,108370,830,307262,Salaried,Single,High School,0
53,146537,346,295746,Unemployed,Married,Bachelor,1
25,66762,364,22540,Salaried,Married,High School,1
69,124824,774,171901,Salaried,Divorced,High School,0
37,118958,445,192381,Salaried,Married,High School,0
49,108741,681,201475,Self-Employed,Married,Master,0
67,38830,365,338599,Salaried,Single,Bachelor,1
31,75044,816,27277,Salaried,Single,High School,0
67,93948,392,124133,Salaried,Single,Bachelor,1
45,89202,725,457889,Self-Employed,Single,Master,1
63,57045,767,257196,Salaried,Single,Master,0
69,106322,393,415892,Salaried,Divorced,High School,1
41,137257,432,441060,Salaried,Married,Master,1
32,91051,733,462924,Salaried,Single,Bachelor,0
39,127509,640,276896,Unemployed,Single,Master,1
47,46627,613,217620,Self-Employed,Married,Master,0
21,35198,511,472927,Salaried,Married,Master,1
30,89521,819,438886,Salaried,Single,Master,0
40,131439,458,203675,Salaried,Married,High School,0
25,126471,567,167550,Salaried,Divorced,Bachelor,0
35,49475,773,424655,Self-Employed,Married,High School,0
29,125752,709,432963,Salaried,Married,PhD,0
48,138998,773,252496,Salaried,Divorced,Bachelor,0
31,39403,655,392476,Unemployed,Single,Bachelor,1
51,23681,492,428026,Salaried,Single,High School,1
35,111555,570,285446,Salaried,Married,High School,1
51,138884,413,333380,Self-Employed,Married,Master,0
28,113122,822,69467,Self-Employed,Married,Bachelor,0
58,135260,354,369494,Self-Employed,Single,Bachelor,1
29,62292,364,433057,Self-Employed,Divorced,High School,1
66,123057,571,442929,Salaried,Married,Master,1
32,125386,801,447762,Salaried,Married,High School,0
48,122306,661,260908,Salaried,Divorced,Bachelor,0
66,25629,445,270192,Self-Employed,Married,Master,1
46,113246,508,254212,Salaried,Divorced,Bachelor,1
43,115864,585,431506,Salaried,Married,High School,0
35,97814,309,63906,Unemployed,Divorced,Master,1
49,28417,485,343781,Salaried,Single,Bachelor,1
39,138888,763,296922,Salaried,Divorced,High School,0
55,54765,433,163497,Salaried,Single,Bachelor,0
34,94499,470,243117,Salaried,Married,High School,0
40,134088,512,219460,Salaried,Married,Bachelor,0
41,76574,829,125918,Salaried,Single,Master,0
67,122828,801,357180,Salaried,Single,PhD,0
25,110545,326,456392,Salaried,Married,Bachelor,1
58,148206,367,410890,Salaried,Married,Bachelor,0
23,47675,707,460618,Salaried,Single,Bachelor,1
22,145609,408,486947,Salaried,Single,Master,1
61,121711,373,225979,Salaried,Married,Bachelor,0
46,92267,561,431269,Salaried,Married,High School,1
45,60563,667,253505,Self-Employed,Married,Master,0
28,31332,536,16957,Self-Employed,Divorced,Bachelor,0
18,143745,665,339788,Salaried,Married,Bachelor,0
60,39177,585,451832,Salaried,Single,High School,1
36,109254,677,380438,Salaried,Married,Master,0
26,88447,675,22829,Self-Employed,Married,Bachelor,0
44,77104,375,272981,Unemployed,Single,Bachelor,1
51,104335,308,462357,Salaried,Married,Bachelor,0
61,134938,495,151104,Self-Employed,Married,Master,1
21,100730,589,104770,Self-Employed,Divorced,Bachelor,1
53,24951,360,31352,Salaried,Married,High School,0
35,126402,688,35215,Salaried,Married,Master,0
32,48333,307,454535,Salaried,Married,Bachelor,1
68,41673,668,210714,Salaried,Married,Bachelor,1
30,134421,344,308391,Salaried,Married,Bachelor,0
36,60870,643,492518,Self-Employed,Married,Bachelor,1
66,141945,674,134692,Salaried,Married,High School,0
23,147536,326,179120,Salaried,Divorced,Master,1
65,91101,492,255186,Self-Employed,Single,Bachelor,1
29,42821,656,211604,Salaried,Single,PhD,0
68,45494,361,71714,Salaried,Married,Master,1
54,119477,361,302463,Salaried,Married,PhD,0
34,146083,721,124058,Salaried,Single,Bachelor,0
40,94160,679,283169,Salaried,Single,High School,0
43,132698,576,14780,Self-Employed,Married,Master,0
46,131560,730,289850,Salaried,Married,Master,0
50,20835,414,178988,Salaried,Divorced,Master,1
44,145126,420,80503,Salaried,Single,Bachelor,0
